industry_type,company_size,num_employees,electricity_kwh_per_month,renewable_energy_percent,diesel_litres_per_month,petrol_litres_per_month,natural_gas_m3_per_month,server_rack_count,num_servers_onprem,num_laptops,num_desktops,server_arrangement,server_area_sqft,cloud_provider,cloud_monthly_bill_inr,purchased_services_spend_inr_per_month,annual_revenue_inr_cr,electricity_level,scope1_tco2e_monthly,scope2_tco2e_monthly,scope3_tco2e_monthly,total_tco2e_monthly,scope1_pct,scope2_pct,scope3_pct,primary_recommendation,recommendation_priority,recommendation_label
Manufacturing,small,187,5685.6,15.7,1203.4,199.6,7.0,3,4,25,39,hot_aisle_cold_aisle,161.4,aws,3074.0,35808.0,44.61,medium,3.7005,3.9355,1.5602,9.1962,40.2,42.8,17.0,electrify_fleet_reduce_fuel,HIGH,3
Retail,medium,189,24614.6,8.8,44.7,27.6,2.3,9,15,189,8,hot_aisle_cold_aisle,118.6,gcp,34221.0,29626.0,55.63,very_high,0.1882,18.4237,2.2531,20.865,0.9,88.3,10.8,switch_to_renewables,HIGH,0
Education,small,82,4280.9,85.9,14.7,4.9,4.2,1,9,82,14,hot_aisle_cold_aisle,200.5,none,8797.0,27782.0,12.9,medium,0.0593,0.4967,1.2413,1.7973,3.3,27.6,69.1,low_emission_maintain_practices,LOW,7
Data Centre,large,460,87464.4,38.6,48.6,1.0,17.2,7,30,460,204,custom,1774.2,azure,90710.0,150751.0,331.2,very_high,0.1676,44.0506,11.4594,55.6777,0.3,79.1,20.6,reduce_electricity_consumption,HIGH,1
Education,small,117,1514.3,66.5,12.7,11.9,0.9,4,10,117,4,hot_aisle_cold_aisle,293.0,gcp,9580.0,11564.0,26.15,low,0.0634,0.4231,1.211,1.6974,3.7,24.9,71.3,low_emission_maintain_practices,LOW,7
IT,large,971,36634.8,30.6,91.0,4.2,12.0,22,36,971,115,hot_aisle_cold_aisle,309.3,gcp,81048.0,136698.0,177.19,very_high,0.2781,20.8871,12.5493,33.7145,0.8,62.0,37.2,reduce_electricity_consumption,HIGH,1
IT,medium,76,11029.5,57.2,8.3,1.7,7.4,26,32,76,73,stacked_high_density,940.3,aws,28865.0,31199.0,17.33,high,0.0413,3.9385,3.2117,7.1914,0.6,54.8,44.7,optimize_server_infrastructure,MEDIUM,2
Logistics,small,229,4167.9,15.2,1389.1,213.3,18.2,3,6,39,41,hot_aisle_cold_aisle,174.2,none,18514.0,13573.0,63.51,medium,4.2526,2.9035,1.4999,8.656,49.1,33.5,17.3,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,64,15327.2,5.0,25.6,3.1,0.9,8,2,64,19,hot_aisle_cold_aisle,339.2,none,43186.0,10864.0,15.12,very_high,0.0776,11.9541,1.0954,13.1271,0.6,91.1,8.3,switch_to_renewables,HIGH,0
Education,large,635,12205.9,28.6,3.3,3.4,0.5,7,13,635,88,hot_aisle_cold_aisle,477.3,azure,22051.0,27440.0,297.84,high,0.0177,7.1587,7.8696,15.046,0.1,47.6,52.3,hybrid_work_policy,MEDIUM,9
Finance,large,488,3954.2,34.0,5.3,10.5,0.5,3,7,488,51,hot_aisle_cold_aisle,145.5,gcp,24640.0,203637.0,169.09,medium,0.0395,2.1453,7.0622,9.247,0.4,23.2,76.4,reduce_scope3_purchases,LOW,8
IT,large,1605,62405.0,20.6,63.1,2.5,5.8,17,29,1605,248,custom,1084.3,azure,36498.0,187855.0,935.66,very_high,0.1867,40.6648,21.2544,62.1059,0.3,65.5,34.2,reduce_electricity_consumption,HIGH,1
Manufacturing,large,1897,37452.3,26.2,57.2,23.7,3.4,17,19,1897,208,custom,365.9,azure,72146.0,57394.0,820.74,very_high,0.215,22.6988,21.9486,44.8623,0.5,50.6,48.9,reduce_electricity_consumption,HIGH,1
Finance,medium,50,13877.0,38.0,22.9,3.4,7.2,49,19,50,25,stacked_high_density,1322.6,aws,26045.0,19033.0,5.45,high,0.0839,7.1824,1.5989,8.8652,0.9,81.0,18.0,optimize_server_infrastructure,MEDIUM,2
Finance,large,377,10065.1,8.8,30.4,7.2,1.6,8,0,377,17,hot_aisle_cold_aisle,263.2,gcp,49613.0,73905.0,97.13,high,0.1014,7.5413,4.4724,12.115,0.8,62.2,36.9,switch_to_renewables,HIGH,0
Healthcare,medium,355,3844.8,18.9,20.2,18.1,2.6,16,57,355,39,hot_aisle_cold_aisle,1193.7,none,1876.0,37112.0,73.83,medium,0.1013,2.5852,4.1381,6.8246,1.5,37.9,60.6,adopt_cloud_migration,MEDIUM,4
Finance,medium,91,13501.9,2.2,13.0,7.1,7.5,5,9,91,18,hot_aisle_cold_aisle,389.2,gcp,13078.0,35169.0,14.23,high,0.0665,10.8368,1.595,12.4984,0.5,86.7,12.8,switch_to_renewables,HIGH,0
IT,medium,53,6420.8,90.5,11.8,3.0,3.7,0,4,53,10,hot_aisle_cold_aisle,212.5,gcp,23287.0,21055.0,17.25,medium,0.0461,0.5002,1.0618,1.6081,2.9,31.1,66.0,low_emission_maintain_practices,LOW,7
Finance,large,218,4330.1,65.7,5.8,7.9,2.4,8,7,218,37,hot_aisle_cold_aisle,250.2,gcp,16774.0,262930.0,33.81,medium,0.0387,1.2321,4.9578,6.2285,0.6,19.8,79.6,reduce_scope3_purchases,LOW,8
Retail,medium,290,4528.4,44.5,28.0,15.6,2.1,2,9,290,30,hot_aisle_cold_aisle,343.5,none,28308.0,266240.0,34.34,medium,0.1154,2.0644,5.2187,7.3985,1.6,27.9,70.5,reduce_scope3_purchases,LOW,8
Finance,medium,340,11063.3,37.8,31.9,10.3,9.4,22,34,340,47,hot_aisle_cold_aisle,599.9,none,3469.0,49009.0,109.51,high,0.1285,5.6817,4.3257,10.1358,1.3,56.1,42.7,adopt_cloud_migration,MEDIUM,4
Manufacturing,medium,265,3985.3,26.5,1326.2,214.3,29.9,1,2,71,15,hot_aisle_cold_aisle,50.2,none,11024.0,26526.0,48.8,medium,4.1102,2.4037,1.1705,7.6845,53.5,31.3,15.2,electrify_fleet_reduce_fuel,HIGH,3
IT,large,1087,36915.4,15.3,78.9,11.0,14.0,30,30,1087,155,custom,1178.1,aws,73074.0,89502.0,327.3,very_high,0.2654,25.6994,14.5132,40.478,0.7,63.5,35.9,reduce_electricity_consumption,HIGH,1
Data Centre,large,733,80333.8,17.9,62.6,5.9,2.6,11,10,733,209,custom,320.8,azure,86987.0,131525.0,76.25,very_high,0.1867,54.1044,13.5495,67.8406,0.3,79.8,20.0,reduce_electricity_consumption,HIGH,1
Healthcare,medium,337,6775.5,55.5,37.1,21.8,6.5,25,40,337,65,stacked_high_density,904.2,aws,7773.0,24549.0,29.99,medium,0.163,2.5373,4.698,7.3984,2.2,34.3,63.5,optimize_server_infrastructure,MEDIUM,2
IT,medium,59,5403.0,35.8,0.6,2.8,7.7,12,66,59,54,hot_aisle_cold_aisle,1901.4,none,3262.0,35667.0,15.27,medium,0.0238,2.8656,2.1782,5.0676,0.5,56.5,43.0,adopt_cloud_migration,MEDIUM,4
IT,medium,119,7260.7,42.1,0.1,10.2,1.1,7,10,119,14,stacked_high_density,125.0,gcp,8476.0,13270.0,11.58,medium,0.0261,3.4654,1.4945,4.986,0.5,69.5,30.0,improve_cooling_efficiency,LOW,6
Retail,medium,368,5613.6,23.3,11.4,1.3,3.2,5,4,368,11,hot_aisle_cold_aisle,372.6,none,39131.0,125658.0,100.12,medium,0.0401,3.5395,4.2102,7.7898,0.5,45.4,54.0,reduce_scope3_purchases,LOW,8
Retail,medium,845,9692.9,49.1,13.1,17.5,3.1,8,1,845,28,hot_aisle_cold_aisle,169.6,azure,421719.0,53929.0,295.76,high,0.0819,4.0598,13.5562,17.6979,0.5,22.9,76.6,reduce_cloud_carbon,MEDIUM,5
Education,medium,288,6949.5,96.6,7.6,3.5,3.3,1,8,288,14,direct_liquid_cooling,269.4,gcp,7196.0,21845.0,19.07,medium,0.0352,0.1952,2.8901,3.1204,1.1,6.3,92.6,low_emission_maintain_practices,LOW,7
Finance,medium,328,9504.1,14.9,37.3,1.6,6.4,26,34,328,50,custom,731.7,none,3717.0,25017.0,98.88,high,0.1167,6.6843,4.1179,10.919,1.1,61.2,37.7,adopt_cloud_migration,MEDIUM,4
IT,medium,390,8351.2,35.1,5.5,17.0,2.1,29,21,390,17,stacked_high_density,1015.0,aws,7781.0,55114.0,75.3,high,0.0583,4.5197,4.0952,8.6732,0.7,52.1,47.2,optimize_server_infrastructure,MEDIUM,2
Finance,medium,581,10371.2,47.9,2.7,8.4,4.4,4,20,581,41,hot_aisle_cold_aisle,359.7,gcp,31239.0,26366.0,206.06,high,0.0356,4.4379,6.176,10.6495,0.3,41.7,58.0,hybrid_work_policy,MEDIUM,9
Manufacturing,medium,74,2269.0,6.2,1290.6,238.7,0.8,0,8,78,17,hot_aisle_cold_aisle,51.0,none,7391.0,14864.0,21.24,low,4.0118,1.7452,1.1855,6.9425,57.8,25.1,17.1,electrify_fleet_reduce_fuel,HIGH,3
Finance,medium,109,3088.6,10.2,2.7,5.9,6.5,24,39,109,35,hot_aisle_cold_aisle,1076.4,none,3621.0,57195.0,41.94,medium,0.0341,2.3168,2.2448,4.5958,0.7,50.4,48.8,adopt_cloud_migration,MEDIUM,4
IT,small,96,4020.7,95.1,4.1,4.2,2.0,4,10,96,8,hot_aisle_cold_aisle,197.0,none,3661.0,17945.0,19.84,medium,0.0248,0.1686,1.1151,1.3085,1.9,12.9,85.2,low_emission_maintain_practices,LOW,7
Retail,small,171,1384.7,11.3,636.5,114.8,15.4,5,10,80,26,hot_aisle_cold_aisle,64.6,none,14477.0,12806.0,31.56,low,2.0024,1.016,1.4224,4.4409,45.1,22.9,32.0,electrify_fleet_reduce_fuel,HIGH,3
Logistics,small,281,1582.8,0.3,929.5,75.6,4.3,2,9,41,45,hot_aisle_cold_aisle,111.0,none,7.0,38868.0,81.5,low,2.6745,1.2975,1.8237,5.7957,46.1,22.4,31.5,electrify_fleet_reduce_fuel,HIGH,3
Finance,medium,336,8388.7,38.2,17.1,11.8,6.2,20,35,336,30,hot_aisle_cold_aisle,980.1,none,2985.0,50022.0,41.21,high,0.0857,4.2865,3.8533,8.2255,1.0,52.1,46.8,adopt_cloud_migration,MEDIUM,4
Finance,medium,69,2157.7,13.2,13.0,10.9,2.7,13,7,69,28,stacked_high_density,292.4,none,20796.0,30965.0,20.54,low,0.0655,1.5695,1.5334,3.1685,2.1,49.5,48.4,improve_cooling_efficiency,LOW,6
Finance,medium,24,18560.1,5.1,5.0,16.1,5.1,2,11,24,28,hot_aisle_cold_aisle,127.5,gcp,18476.0,21042.0,10.2,very_high,0.061,14.4466,1.2639,15.7715,0.4,91.6,8.0,switch_to_renewables,HIGH,0
Finance,medium,95,3602.7,40.5,21.6,3.1,0.6,24,16,95,47,stacked_high_density,888.0,none,2875.0,47598.0,12.5,medium,0.0663,1.8201,2.374,4.2604,1.6,42.7,55.7,optimize_server_infrastructure,MEDIUM,2
Retail,medium,399,4606.5,47.4,22.9,1.7,3.6,6,12,399,13,hot_aisle_cold_aisle,298.5,gcp,1068.0,282531.0,94.68,medium,0.0726,1.9975,5.7731,7.8433,0.9,25.5,73.6,reduce_scope3_purchases,LOW,8
Education,small,104,3309.5,78.7,5.2,5.7,4.6,8,7,104,6,direct_liquid_cooling,258.6,gcp,7857.0,9879.0,8.61,medium,0.0365,0.5894,1.1318,1.7577,2.1,33.5,64.4,low_emission_maintain_practices,LOW,7
Retail,medium,181,6803.1,33.2,5.8,14.2,4.1,2,12,181,37,hot_aisle_cold_aisle,178.2,gcp,19168.0,183137.0,54.02,medium,0.0567,3.73,4.0479,7.8346,0.7,47.6,51.7,reduce_scope3_purchases,LOW,8
IT,small,98,6907.1,38.6,22.9,4.5,4.6,9,5,98,23,stacked_high_density,151.9,gcp,17435.0,19657.0,6.14,medium,0.0812,3.501,1.6975,5.2796,1.5,66.3,32.2,improve_cooling_efficiency,LOW,6
Manufacturing,medium,45,4506.0,24.4,803.1,291.6,23.5,2,7,27,25,hot_aisle_cold_aisle,161.8,aws,13168.0,38532.0,10.7,medium,2.8738,2.7969,1.3796,7.0504,40.8,39.7,19.6,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,274,10894.6,38.9,20.7,9.0,2.1,3,16,274,74,hot_aisle_cold_aisle,434.0,gcp,31121.0,77082.0,137.79,high,0.0805,5.4637,5.0204,10.5647,0.8,51.7,47.5,hybrid_work_policy,MEDIUM,9
Retail,medium,421,6147.3,29.7,15.1,1.3,2.2,2,5,421,21,hot_aisle_cold_aisle,397.5,gcp,7872.0,230180.0,33.24,medium,0.048,3.5472,5.801,9.3962,0.5,37.8,61.7,reduce_scope3_purchases,LOW,8
IT,medium,390,4913.8,64.3,19.9,2.5,1.3,0,14,390,28,hot_aisle_cold_aisle,162.4,gcp,25311.0,256471.0,145.02,medium,0.0618,1.4385,6.1076,7.6078,0.8,18.9,80.3,reduce_scope3_purchases,LOW,8
Finance,large,677,5424.2,43.0,25.1,17.2,0.9,0,9,677,96,hot_aisle_cold_aisle,155.3,aws,460382.0,22188.0,210.57,medium,0.1088,2.5353,14.9795,17.6236,0.6,14.4,85.0,reduce_cloud_carbon,MEDIUM,5
IT,large,430,14688.6,30.3,22.9,7.8,0.6,12,6,430,35,hot_aisle_cold_aisle,332.7,gcp,69119.0,97377.0,75.72,high,0.0806,8.4164,5.7307,14.2277,0.6,59.2,40.3,hybrid_work_policy,MEDIUM,9
IT,large,118,7633.4,43.6,3.6,6.9,4.4,7,8,118,52,hot_aisle_cold_aisle,363.4,gcp,21268.0,245459.0,23.17,medium,0.0346,3.5427,4.4624,8.0397,0.4,44.1,55.5,reduce_scope3_purchases,LOW,8
Finance,medium,126,10927.3,35.8,3.6,18.9,7.9,17,68,126,27,hot_aisle_cold_aisle,1313.2,none,2866.0,39701.0,41.05,high,0.0694,5.7827,2.0283,7.8804,0.9,73.4,25.7,adopt_cloud_migration,MEDIUM,4
IT,large,987,4125.6,56.1,0.2,9.1,4.1,8,5,987,71,hot_aisle_cold_aisle,338.0,azure,282353.0,62283.0,620.79,medium,0.0299,1.4993,14.0015,15.5307,0.2,9.7,90.2,reduce_cloud_carbon,MEDIUM,5
Finance,large,77,5818.7,46.9,17.0,11.9,4.5,0,6,77,58,hot_aisle_cold_aisle,265.4,aws,101197.0,29481.0,19.55,medium,0.0822,2.5336,3.8948,6.5107,1.3,38.9,59.8,reduce_cloud_carbon,MEDIUM,5
Finance,small,199,8462.0,12.8,15.9,2.5,3.5,6,12,199,8,stacked_high_density,171.9,gcp,8920.0,15076.0,32.25,high,0.0555,6.0663,1.9882,8.11,0.7,74.8,24.5,improve_cooling_efficiency,LOW,6
Finance,medium,32,11438.3,56.4,18.7,7.2,0.9,24,28,32,13,stacked_high_density,954.9,none,24616.0,43998.0,2.31,high,0.0686,4.1518,0.9486,5.169,1.3,80.3,18.4,optimize_server_infrastructure,MEDIUM,2
IT,medium,204,13139.2,6.4,6.3,1.4,0.5,4,4,204,20,hot_aisle_cold_aisle,447.4,none,5129.0,10859.0,36.3,high,0.0211,10.0917,2.2306,12.3434,0.2,81.8,18.1,switch_to_renewables,HIGH,0
Retail,medium,66,9619.0,1.9,3.9,17.8,5.2,7,0,66,0,hot_aisle_cold_aisle,378.2,gcp,49408.0,39562.0,7.23,high,0.0622,7.7501,1.2839,9.0962,0.7,85.2,14.1,switch_to_renewables,HIGH,0
Finance,large,406,2372.7,65.3,29.8,10.6,4.6,5,11,406,44,hot_aisle_cold_aisle,328.8,none,16938.0,130250.0,100.63,low,0.1137,0.684,5.4191,6.2168,1.8,11.0,87.2,reduce_scope3_purchases,LOW,8
IT,large,316,53213.7,12.6,12.1,17.9,15.4,19,29,316,168,custom,1749.2,aws,24185.0,152908.0,214.4,very_high,0.1052,38.1753,8.524,46.8045,0.2,81.6,18.2,reduce_electricity_consumption,HIGH,1
Finance,large,183,4043.4,32.5,8.6,12.4,1.7,4,9,183,28,hot_aisle_cold_aisle,236.5,none,32730.0,222359.0,29.09,medium,0.0552,2.2451,3.9674,6.2677,0.9,35.8,63.3,reduce_scope3_purchases,LOW,8
Manufacturing,medium,248,3865.0,6.3,1260.5,214.5,22.2,1,6,74,34,hot_aisle_cold_aisle,89.0,aws,972.0,22403.0,52.25,medium,3.9189,2.9714,1.6775,8.5678,45.7,34.7,19.6,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,107,9451.4,17.8,22.5,14.5,2.8,9,5,107,40,stacked_high_density,265.8,none,12185.0,25011.0,21.01,high,0.0995,6.394,2.1035,8.597,1.2,74.4,24.5,improve_cooling_efficiency,LOW,6
IT,small,44,8083.0,54.1,18.8,9.8,5.0,13,7,44,35,stacked_high_density,211.6,none,20723.0,36567.0,3.21,high,0.0832,3.0761,1.565,4.7243,1.8,65.1,33.1,improve_cooling_efficiency,LOW,6
Data Centre,large,1787,94738.8,10.7,63.8,40.4,17.1,18,46,1787,236,hot_aisle_cold_aisle,1187.9,azure,51624.0,86056.0,1112.41,very_high,0.2992,69.4053,21.7688,91.4733,0.3,75.9,23.8,reduce_electricity_consumption,HIGH,1
Retail,large,187,4761.5,27.0,13.7,7.4,0.9,5,4,187,48,hot_aisle_cold_aisle,250.8,gcp,31406.0,97278.0,58.99,medium,0.0556,2.8591,3.8091,6.7239,0.8,42.5,56.7,reduce_scope3_purchases,LOW,8
IT,medium,57,13476.6,1.3,6.3,18.7,5.9,5,12,57,19,hot_aisle_cold_aisle,312.2,none,25278.0,40114.0,23.19,high,0.0721,10.916,1.274,12.2621,0.6,89.0,10.4,switch_to_renewables,HIGH,0
Finance,medium,477,3635.4,32.0,16.2,18.1,0.7,8,14,477,14,hot_aisle_cold_aisle,355.4,none,30772.0,179427.0,69.16,medium,0.0867,2.0413,5.5829,7.7108,1.1,26.5,72.4,reduce_scope3_purchases,LOW,8
IT,small,171,8394.9,53.4,16.7,0.2,1.4,6,13,171,33,stacked_high_density,171.2,none,22610.0,26539.0,17.71,high,0.0481,3.2234,2.4378,5.7094,0.8,56.5,42.7,improve_cooling_efficiency,LOW,6
Finance,medium,639,5780.4,37.6,18.6,12.4,0.3,3,14,639,14,hot_aisle_cold_aisle,196.0,aws,220033.0,32735.0,105.65,medium,0.0791,2.963,8.9929,12.035,0.7,24.6,74.7,reduce_cloud_carbon,MEDIUM,5
Education,medium,704,10313.0,20.2,3.3,7.5,3.2,12,14,704,64,hot_aisle_cold_aisle,240.7,gcp,35090.0,42382.0,372.12,high,0.0327,6.7697,7.9201,14.7225,0.2,46.0,53.8,hybrid_work_policy,MEDIUM,9
Finance,medium,199,10767.1,32.1,12.1,19.5,5.9,18,41,199,49,custom,629.4,none,3613.0,35283.0,47.99,high,0.0895,6.031,3.1519,9.2725,1.0,65.0,34.0,adopt_cloud_migration,MEDIUM,4
Healthcare,medium,263,12269.0,49.6,19.6,24.7,8.5,43,28,263,41,stacked_high_density,1014.4,none,13735.0,55542.0,30.04,high,0.1269,5.1822,3.6097,8.9189,1.4,58.1,40.5,optimize_server_infrastructure,MEDIUM,2
IT,small,175,5108.6,27.0,11.8,16.2,2.8,8,11,175,28,stacked_high_density,210.0,gcp,9068.0,12302.0,34.67,medium,0.0748,3.0788,2.3052,5.4588,1.4,56.4,42.2,improve_cooling_efficiency,LOW,6
IT,medium,182,3877.7,84.6,15.8,12.0,0.8,3,0,182,19,direct_liquid_cooling,272.8,none,22823.0,9645.0,28.89,medium,0.0717,0.4939,2.0202,2.5858,2.8,19.1,78.1,low_emission_maintain_practices,LOW,7
IT,medium,321,4489.6,45.0,30.9,7.4,2.3,14,79,321,36,hot_aisle_cold_aisle,1517.8,none,2338.0,19893.0,64.8,medium,0.1046,2.0496,3.6519,5.8061,1.8,35.3,62.9,adopt_cloud_migration,MEDIUM,4
Data Centre,large,744,17689.4,16.6,49.7,11.9,9.0,14,23,744,184,custom,597.5,azure,80645.0,166669.0,550.07,very_high,0.179,12.1255,13.1721,25.4767,0.7,47.6,51.7,reduce_electricity_consumption,HIGH,1
IT,medium,175,5496.8,55.9,15.4,9.8,1.4,10,6,175,18,stacked_high_density,182.2,none,5021.0,13019.0,35.09,medium,0.0668,2.0137,1.9654,4.0458,1.7,49.8,48.6,improve_cooling_efficiency,LOW,6
Finance,large,440,9584.9,45.4,23.3,7.2,1.4,4,7,440,81,hot_aisle_cold_aisle,153.0,aws,321794.0,34047.0,182.53,high,0.0819,4.2984,10.7225,15.1029,0.5,28.5,71.0,reduce_cloud_carbon,MEDIUM,5
Finance,medium,495,11627.6,35.4,13.6,12.7,2.1,2,9,495,33,hot_aisle_cold_aisle,529.4,azure,10690.0,87182.0,211.96,high,0.0701,6.1629,5.6334,11.8664,0.6,51.9,47.5,hybrid_work_policy,MEDIUM,9
Education,medium,300,3196.7,69.6,11.3,3.3,1.9,8,5,300,15,direct_liquid_cooling,100.2,gcp,17641.0,26840.0,17.04,medium,0.0418,0.8082,3.1455,3.9955,1.0,20.2,78.7,low_emission_maintain_practices,LOW,7
IT,medium,258,12147.1,41.7,11.7,19.4,4.1,4,10,258,87,hot_aisle_cold_aisle,551.5,aws,28012.0,60471.0,76.61,high,0.0845,5.8141,5.2441,11.1428,0.8,52.2,47.1,hybrid_work_policy,MEDIUM,9
Data Centre,large,1936,70185.0,20.9,37.0,2.2,10.6,12,40,1936,252,custom,895.9,gcp,91707.0,175579.0,974.36,very_high,0.1259,45.5475,24.2159,69.8893,0.2,65.2,34.6,reduce_electricity_consumption,HIGH,1
Logistics,medium,274,8407.4,17.9,1448.5,277.0,27.5,4,10,37,30,hot_aisle_cold_aisle,105.2,aws,2679.0,7028.0,35.02,high,4.5779,5.6671,1.1814,11.4265,40.1,49.6,10.3,electrify_fleet_reduce_fuel,HIGH,3
Data Centre,large,1097,41969.8,28.3,56.2,44.5,12.3,16,24,1097,220,hot_aisle_cold_aisle,943.3,gcp,71965.0,69102.0,669.37,very_high,0.2785,24.7041,15.6967,40.6793,0.7,60.7,38.6,reduce_electricity_consumption,HIGH,1
Retail,large,473,2505.5,24.6,18.1,0.0,4.1,6,14,473,40,hot_aisle_cold_aisle,295.9,gcp,33068.0,79243.0,39.74,low,0.0569,1.5597,5.7337,7.3503,0.8,21.2,78.0,reduce_scope3_purchases,LOW,8
Finance,medium,69,3612.0,36.2,5.5,16.7,1.9,0,4,69,17,hot_aisle_cold_aisle,395.8,gcp,24714.0,247371.0,17.64,medium,0.0572,1.8897,3.1967,5.1435,1.1,36.7,62.1,reduce_scope3_purchases,LOW,8
Data Centre,large,1582,66406.5,31.5,70.7,21.4,17.0,13,43,1582,197,custom,1876.1,gcp,60637.0,127956.0,857.92,very_high,0.2736,37.3266,19.2996,56.8998,0.5,65.6,33.9,reduce_electricity_consumption,HIGH,1
Healthcare,medium,35,5184.2,46.1,28.9,4.3,6.6,56,38,35,50,stacked_high_density,1135.9,none,28015.0,34972.0,5.63,medium,0.1008,2.4368,1.877,4.4146,2.3,55.2,42.5,optimize_server_infrastructure,MEDIUM,2
Finance,large,418,2176.4,29.6,19.6,12.5,4.2,2,10,418,35,hot_aisle_cold_aisle,390.5,none,33501.0,282582.0,167.17,low,0.09,1.2599,6.4952,7.8451,1.1,16.1,82.8,reduce_scope3_purchases,LOW,8
IT,medium,108,7141.5,15.8,26.2,2.4,6.2,28,46,108,11,hot_aisle_cold_aisle,1299.9,none,1140.0,43965.0,27.07,medium,0.0884,4.9804,1.4975,6.5663,1.3,75.8,22.8,adopt_cloud_migration,MEDIUM,4
IT,small,463,4793.4,97.8,11.3,6.2,0.4,8,9,463,5,hot_aisle_cold_aisle,287.3,none,467.0,5002.0,35.68,medium,0.0454,0.1006,3.839,3.985,1.1,2.5,96.3,low_emission_maintain_practices,LOW,7
Data Centre,large,152,57277.2,11.8,90.7,20.2,14.7,23,46,152,258,hot_aisle_cold_aisle,883.4,gcp,30013.0,130195.0,98.71,very_high,0.3197,41.4659,9.3267,51.1123,0.6,81.1,18.2,reduce_electricity_consumption,HIGH,1
Finance,medium,422,13814.1,15.1,26.8,29.7,8.5,59,20,422,42,stacked_high_density,2311.7,none,29442.0,44816.0,121.23,high,0.1578,9.7704,4.8096,14.7377,1.1,66.3,32.6,optimize_server_infrastructure,MEDIUM,2
Retail,medium,364,3179.7,67.7,8.4,7.0,1.0,5,7,364,23,hot_aisle_cold_aisle,314.7,none,20339.0,285818.0,64.73,medium,0.0407,0.851,5.7766,6.6684,0.6,12.8,86.6,reduce_scope3_purchases,LOW,8
Healthcare,medium,340,6757.5,16.8,27.7,0.8,4.1,10,75,340,26,custom,2056.5,none,263.0,39036.0,68.21,medium,0.0844,4.6303,3.6915,8.4062,1.0,55.1,43.9,adopt_cloud_migration,MEDIUM,4
Data Centre,large,774,77665.4,32.2,74.4,46.8,4.4,8,21,774,104,custom,1047.1,azure,87661.0,58389.0,366.43,very_high,0.3165,43.1949,10.5262,54.0376,0.6,79.9,19.5,reduce_electricity_consumption,HIGH,1
IT,medium,156,3001.9,79.0,9.6,4.6,2.7,5,0,156,7,hot_aisle_cold_aisle,254.1,gcp,26226.0,16872.0,15.26,medium,0.0419,0.5258,1.7913,2.359,1.8,22.3,75.9,low_emission_maintain_practices,LOW,7
Manufacturing,small,40,3503.2,9.1,1399.4,211.4,24.4,4,5,24,34,hot_aisle_cold_aisle,60.0,none,19082.0,35520.0,7.71,medium,4.2885,2.6183,1.3718,8.2786,51.8,31.6,16.6,electrify_fleet_reduce_fuel,HIGH,3
Manufacturing,small,137,1532.4,2.7,563.1,296.9,19.6,5,2,77,12,hot_aisle_cold_aisle,59.9,aws,11545.0,29869.0,30.86,low,2.2349,1.2315,1.3388,4.8052,46.5,25.6,27.9,electrify_fleet_reduce_fuel,HIGH,3
Manufacturing,large,312,92454.4,19.3,56.9,21.9,12.2,29,32,312,206,hot_aisle_cold_aisle,1766.4,gcp,97610.0,69598.0,232.21,very_high,0.228,61.2321,9.3447,70.8048,0.3,86.5,13.2,reduce_electricity_consumption,HIGH,1
IT,medium,387,11186.6,42.7,38.9,14.1,3.0,25,41,387,29,hot_aisle_cold_aisle,1123.4,none,4645.0,18081.0,73.22,high,0.1429,5.3004,3.9753,9.4186,1.5,56.3,42.2,adopt_cloud_migration,MEDIUM,4
Healthcare,medium,266,9264.7,12.6,20.5,10.0,1.4,14,78,266,23,custom,1785.3,none,2730.0,34154.0,44.01,high,0.0809,6.6679,2.9872,9.736,0.8,68.5,30.7,adopt_cloud_migration,MEDIUM,4
Education,large,222,10490.9,42.8,11.4,4.7,2.9,9,11,222,57,hot_aisle_cold_aisle,411.9,aws,58654.0,51722.0,106.25,high,0.0473,4.9366,4.5566,9.5405,0.5,51.7,47.8,hybrid_work_policy,MEDIUM,9
Retail,medium,145,8753.0,4.0,27.0,22.6,7.8,2,9,145,7,hot_aisle_cold_aisle,426.3,none,28874.0,64078.0,60.65,high,0.1405,6.8939,1.8458,8.8802,1.6,77.6,20.8,switch_to_renewables,HIGH,0
Education,medium,489,659.2,77.5,18.9,14.9,4.4,3,8,489,14,direct_liquid_cooling,167.7,none,7370.0,24293.0,182.89,low,0.094,0.1259,4.4368,4.6567,2.0,2.7,95.3,low_emission_maintain_practices,LOW,7
IT,medium,365,13138.6,44.2,34.3,21.4,9.0,39,30,365,31,stacked_high_density,1552.8,aws,3052.0,57792.0,63.9,high,0.1597,6.113,4.2173,10.49,1.5,58.3,40.2,optimize_server_infrastructure,MEDIUM,2
IT,large,1950,54404.7,25.8,9.0,25.0,3.6,23,44,1950,84,custom,1003.1,azure,12242.0,118052.0,1418.88,very_high,0.0892,33.1482,18.7713,52.0087,0.2,63.7,36.1,reduce_electricity_consumption,HIGH,1
